"1",1,-4558.58042167725,155269.366111595
"2",1,-4562.53560958109,155277.805010837
"3",1,-4570.24029022379,155285.195880338
"4",1,-4581.29219511728,155291.44508398
"5",1,-4595.12382695812,155296.534831578
"6",1,-4611.08433486006,155300.51320517
"7",1,-4628.51772805774,155303.476521944
"8",1,-4646.82261399197,155305.549532944
"9",1,-4665.4879157231,155306.867771054
"10",1,-4684.10661296477,155307.564304764
"11",1,-4702.37346476765,155307.761316519
"12",1,-4720.0733162832,155307.565801031
"13",1,-4737.06537516612,155307.068252389
"14",1,-4753.26705413735,155306.343235975
"15",1,-4768.63936853581,155305.450973449
"16",1,-4783.1747247981,155304.439341308
"17",1,-4796.88723364695,155303.345915835
"18",1,-4809.80531957347,155302.199866351
"19",1,-4821.96625412547,155301.023608902
"20",1,-4833.41221894039,155299.834197985
"21",1,-4844.18754198633,155298.64446887
"22",1,-4854.33680981965,155297.463959146
"23",1,-4863.9036202682,155296.299643166
"24",1,-4872.92979494519,155295.156512345
"25",1,-4881.45491641909,155294.038030857
"26",1,-4889.51609065396,155292.946491912
"27",1,-4897.14786267889,155291.883295393
"28",1,-4904.38223389475,155290.849163721
"29",1,-4911.24874448322,155289.844309336
"30",1,-4917.77459534028,155288.868564453
"31",1,-4923.98479185422,155287.921481396
"32",1,-4929.90229749609,155287.002410053
"33",1,-4935.54818919823,155286.110557524
"34",1,-4940.94180932003,155285.24503393
"35",1,-4946.10091097088,155284.404887454
"36",1,-4951.041794824,155283.589131018
"37",1,-4955.77943648466,155282.796762458
"38",1,-4960.32760410086,155282.026779641
"39",1,-4964.69896631329,155281.278191669
"40",1,-4968.90519089986,155280.550027039
"41",1,-4972.95703462403,155279.841339447
"42",1,-4976.86442487908,155279.15121178
"43",1,-4980.63653375449,155278.478758708
"44",1,-4984.28184515348,155277.823128208
"45",1,-4987.80821557239,155277.183502269
"46",1,-4991.22292912247,155276.559096986
"47",1,-4994.53274733686,155275.949162196
"48",1,-4997.74395426513,155275.352980768
"49",1,-5000.86239731583,155274.76986766
"50",1,-5003.89352426691,155274.199168802
"51",1,-5006.84241682503,155273.640259859
"52",1,-5009.71382107784,155273.092544937
"53",1,-5012.51217514988,155272.555455242
"54",1,-5015.24163434126,155272.02844773
"55",1,-5017.90609400016,155271.511003768
"56",1,-5020.50921035441,155271.002627815
"57",1,-5023.05441950436,155270.502846133
"58",1,-5025.54495475816,155270.011205538
"59",1,-5027.98386247212,155269.527272194
"60",1,-5030.37401654192,155269.050630455
"61",1,-5032.71813167544,155268.580881754
"62",1,-5035.0187755647,155268.117643537
"63",1,-5037.27838006221,155267.66054825
"64",1,-5039.49925145675,155267.209242368
"65",1,-5041.68357993354,155266.763385473
"66",1,-5043.83344829572,155266.322649376
"67",1,-5045.95084001626,155265.886717271
"68",1,-5048.03764668259,155265.455282945
"69",1,-5050.09567489044,155265.028050007
"70",1,-5052.12665263771,155264.604731167
"71",1,-5054.13223526445,155264.185047535
"72",1,-5056.11401098097,155263.768727961
"73",1,-5058.07350602179,155263.35550839
"74",1,-5060.0121894602,155262.945131258
"75",1,-5061.93147771473,155262.537344897
"76",1,-5063.83273877632,155262.131902969
"77",1,-5065.71729618248,155261.72856392
"78",1,-5067.58643276255,155261.327090441
"79",1,-5069.4413941761,155260.92724896
"80",1,-5071.28339226501,155260.528809132
"81",1,-5073.11360823799,155260.131543348
"82",1,-5074.93319570513,155259.73522625
"83",1,-5076.74328357864,155259.339634257
"84",1,-5078.54497885511,155258.944545093
"85",1,-5080.33936929345,155258.549737318
"86",1,-5082.12752600212,155258.154989866
"87",1,-5083.91050594817,155257.760081574
"88",1,-5085.68935440055,155257.364790717
"89",1,-5087.46510731895,155256.968894536
"90",1,-5089.23879369982,155256.57216876
"91",1,-5091.01143789007,155256.174387117
"92",1,-5092.78406187944,155255.775320843
"93",1,-5094.55768758183,155255.374738169
"94",1,-5096.33333911606,155254.972403797
"95",1,-5098.11204509648,155254.568078365
"96",1,-5099.89484094394,155254.161517882
"97",1,-5101.68277122761,155253.752473146
"98",1,-5103.47689204866,155253.340689138
"99",1,-5105.2782734769,155252.925904386
"100",1,-5107.08800205188,155252.507850294
"101",1,-5108.90718336064,155252.086250442
"102",1,-5110.73694470461,155251.660819841
"103",1,-5112.57843786903,155251.231264149
"104",1,-5114.43284200901,155250.797278833
"105",1,-5116.30136666723,155250.358548287
"106",1,-5118.18525493934,155249.914744878
"107",1,-5120.08578680429,155249.465527944
"108",1,-5122.00428263813,155249.010542705
"109",1,-5123.94210693142,155248.549419105
"110",1,-5125.90067223187,155248.081770562
"111",1,-5127.88144333595,155247.60719263
"112",1,-5129.88594175516,155247.125261543
"113",1,-5131.91575048499,155246.635532657
"114",1,-5133.97251910753,155246.137538752
"115",1,-5136.05796926117,155245.630788202
"116",1,-5138.17390051458,155245.114762979
"117",1,-5140.32219668553,155244.588916489
"118",1,-5142.50483264948,155244.052671217
"119",1,-5144.7238816872,155243.505416156
"120",1,-5146.98152342601,155242.946504
"121",1,-5149.280052435,155242.375248077
"122",1,-5151.62188754068,155241.790918991
"123",1,-5154.00958193706,155241.19274093
"124",1,-5156.44583417189,155240.57988763
"125",1,-5158.9335000997,155239.951477912
"126",1,-5161.47560590223,155239.306570789
"127",1,-5164.07536228799,155238.644160051
"128",1,-5166.73617999473,155237.963168294
"129",1,-5169.46168673252,155237.262440308
"130",1,-5172.25574572004,155236.540735751
"131",1,-5175.12247598352,155235.796721025
"132",1,-5178.06627460618,155235.028960236
"133",1,-5181.09184113611,155234.235905139
"134",1,-5184.20420438271,155233.415883929
"135",1,-5187.40875185536,155232.567088719
"136",1,-5190.71126212378,155231.687561538
"137",1,-5194.11794040622,155230.775178652
"138",1,-5197.63545771956,155229.827632965
"139",1,-5201.27099395365,155228.842414256
"140",1,-5205.03228525905,155227.816786932
"141",1,-5208.92767616208,155226.747764958
"142",1,-5212.96617684003,155225.632083559
"143",1,-5217.15752599935,155224.466167249
"144",1,-5221.51225979533,155223.246093631
"145",1,-5226.04178720513,155221.967552399
"146",1,-5230.75847220653,155220.625798816
"147",1,-5235.67572300711,155219.215600914
"148",1,-5240.80808839169,155217.731179489
"149",1,-5246.17136097957,155216.166139921
"150",1,-5251.7826867672,155214.513394665
"151",1,-5257.66067971732,155212.765075205
"152",1,-5263.82553926513,155210.912432123
"153",1,-5270.29916733395,155208.945721901
"154",1,-5277.10527963725,155206.854079057
"155",1,-5284.26950348344,155204.625372336
"156",1,-5291.81945071231,155202.24604396
"157",1,-5299.78474939572,155199.700931521
"158",1,-5308.19701102029,155196.973073123
"159",1,-5317.08970036631,155194.043498041
"160",1,-5326.49786234347,155190.891007891
"161",1,-5336.45764257627,155187.491957468
"162",1,-5347.00551530889,155183.820050725
"163",1,-5358.17710192977,155179.846176791
"164",1,-5370.00542506941,155175.53832458
"165",1,-5382.51839670452,155170.861633921
"166",1,-5395.73528612967,155165.778667881
"167",1,-5409.66186167901,155160.250026308
"168",1,-5424.28386364822,155154.235464755
"169",1,-5439.55847391632,155147.69573284
